bill	status	title	ch	date	desc	roll	yea	nay	passed	cls	margin
LD588	5	An Act to Enact the Agricultural Employees Concerted Activity Protection Act	S	2025-06-03	Recede And Concur	1584013	12	20	0	concurrence	0.6
LD588	5	An Act to Enact the Agricultural Employees Concerted Activity Protection Act	H	2025-06-04	Recede And Concur	1584622	72	71	1	concurrence	0.986
LD588	5	An Act to Enact the Agricultural Employees Concerted Activity Protection Act	H	2025-06-04	Enactment	1584623	74	71	1	passage	0.959
LD588	5	An Act to Enact the Agricultural Employees Concerted Activity Protection Act	S	2025-06-25	Veto Override (2/3)	1594909	18	14	0	veto_override	0.778
LD589	4	An Act to Establish a State Minimum Hourly Wage for Agricultural Workers	S	2025-06-02	Accept Majority Ought To Pass As Amended Report	1583352	22	12	1	passage	0.545
LD589	4	An Act to Establish a State Minimum Hourly Wage for Agricultural Workers	H	2025-06-03	Acc Maj Otp As Amended Rep	1583726	74	72	1	passage	0.973
LD589	4	An Act to Establish a State Minimum Hourly Wage for Agricultural Workers	H	2025-06-03	Enactment	1584033	74	73	1	passage	0.986
LD598	4	An Act to Require Minimum Pay for Reporting to Work	S	2025-06-02	Accept Majority Ought To Pass As Amended Report	1583309	20	14	1	passage	0.7
LD598	4	An Act to Require Minimum Pay for Reporting to Work	H	2025-06-03	Acc Maj Otp As Amended Rep	1583984	88	60	1	passage	0.682
LD598	4	An Act to Require Minimum Pay for Reporting to Work	H	2025-06-10	Recede And Concur	1587268	76	69	1	concurrence	0.908
LD598	4	An Act to Require Minimum Pay for Reporting to Work	S	2025-06-11	Enactment	1588827	18	16	1	passage	0.889
LD609	4	An Act Making Certain Appropriations and Allocations and Changing Certain Provisions of Law Necessary to the Proper Operations of State Government	S	2025-03-20	Passage To Be Engrossed As Amended	1523901	18	17	1	passage	0.944
LD609	4	An Act Making Certain Appropriations and Allocations and Changing Certain Provisions of Law Necessary to the Proper Operations of State Government	H	2025-03-20	Passage To Be Engrossed	1522754	74	67	1	passage	0.905
LD609	4	An Act Making Certain Appropriations and Allocations and Changing Certain Provisions of Law Necessary to the Proper Operations of State Government	S	2025-03-20	Enactment	1523903	18	17	1	passage	0.944
LD609	4	An Act Making Certain Appropriations and Allocations and Changing Certain Provisions of Law Necessary to the Proper Operations of State Government	S	2025-03-20	Accept Majority Ought To Pass As Amended Report	1523895	18	17	1	passage	0.944
LD609	4	An Act Making Certain Appropriations and Allocations and Changing Certain Provisions of Law Necessary to the Proper Operations of State Government	H	2025-03-20	Acc Maj Otp As Amended Rep	1522732	74	69	1	passage	0.932
LD609	4	An Act Making Certain Appropriations and Allocations and Changing Certain Provisions of Law Necessary to the Proper Operations of State Government	H	2025-03-20	Enactment	1523894	76	66	1	passage	0.868
LD61	4	An Act to Regulate Employer Surveillance to Protect Workers	H	2025-05-27	Acc Maj Otp As Amended Rep	1579051	73	63	1	passage	0.863
LD61	4	An Act to Regulate Employer Surveillance to Protect Workers	S	2025-05-28	Accept Majority Ought To Pass As Amended Report	1579868	20	14	1	passage	0.7
LD613	4	An Act to Amend the Maine Death with Dignity Act to Ensure Access by Qualified Patients	H	2025-06-04	Acc Maj Otp As Amended Rep	1584693	74	64	1	passage	0.865
LD613	4	An Act to Amend the Maine Death with Dignity Act to Ensure Access by Qualified Patients	S	2025-06-09	Accept Majority Ought To Pass As Amended Report	1586659	17	18	0	passage	0.944
LD613	4	An Act to Amend the Maine Death with Dignity Act to Ensure Access by Qualified Patients	H	2025-06-10	Recede And Concur	1587273	67	76	0	concurrence	0.882
LD613	4	An Act to Amend the Maine Death with Dignity Act to Ensure Access by Qualified Patients	S	2025-06-12	Passage To Be Engrossed As Amended	1590127	18	15	1	passage	0.833
LD613	4	An Act to Amend the Maine Death with Dignity Act to Ensure Access by Qualified Patients	S	2025-06-12	Recede And Concur	1590121	17	18	0	concurrence	0.944
LD613	4	An Act to Amend the Maine Death with Dignity Act to Ensure Access by Qualified Patients	S	2025-06-12	Accept Majority Ought To Pass As Amended Report	1590123	19	16	1	passage	0.842
LD613	4	An Act to Amend the Maine Death with Dignity Act to Ensure Access by Qualified Patients	H	2025-06-16	Recede And Concur	1590925	79	62	1	concurrence	0.785
LD633	4	An Act Concerning the Restoration of Electricity During Emergencies for Certain Medically Vulnerable Individuals Who Rely on Electronic Medical Apparatuses	H	2025-04-08	Acc Maj Ought To Pass Rep	1539775	103	41	1	passage	0.398
LD633	4	An Act Concerning the Restoration of Electricity During Emergencies for Certain Medically Vulnerable Individuals Who Rely on Electronic Medical Apparatuses	S	2025-04-10	Accept Majority Ought To Pass Report	1544176	20	14	1	passage	0.7
LD66	4	An Act to Expand Access to the Maine Wage Assurance Fund	S	2025-05-28	Accept Majority Ought To Pass As Amended Report	1580240	22	12	1	passage	0.545
LD670	4	An Act to Address Coercive Control in Domestic Abuse Cases	H	2025-06-16	Acc Maj Otp As Amended Rep	1590993	76	69	1	passage	0.908
LD670	4	An Act to Address Coercive Control in Domestic Abuse Cases	S	2025-06-16	Accept Majority Ought To Pass As Amended Report	1591267	20	12	1	passage	0.6
LD68	4	An Act to Amend the State Tax Laws	H	2025-06-04	"Acc Report ""a"" Otp"	1584956	73	66	1	passage	0.904
LD68	4	An Act to Amend the State Tax Laws	S	2025-06-05	Accept Report 'a' Ought To Pass	1585857	18	14	1	passage	0.778
LD698	4	An Act to Sustain Emergency Homeless Shelters in Maine	H	2025-05-22	Acc Maj Otp As Amended Rep	1576132	85	58	1	passage	0.682
LD698	4	An Act to Sustain Emergency Homeless Shelters in Maine	S	2025-06-25	Enactment	1595087	21	12	1	passage	0.571
LD698	4	An Act to Sustain Emergency Homeless Shelters in Maine	H	2025-06-25	Recede And Concur	1594879	76	62	1	concurrence	0.816
LD70	4	An Act to Fund Free Health Clinics	H	2025-04-22	Acc Maj Otp As Amended Rep	1553423	78	66	1	passage	0.846
LD70	4	An Act to Fund Free Health Clinics	S	2025-04-23	Accept Majority Ought To Pass As Amended Report	1555201	19	13	1	passage	0.684
LD70	4	An Act to Fund Free Health Clinics	H	2025-06-25	Recede And Concur	1594790	73	67	1	concurrence	0.918
LD70	4	An Act to Fund Free Health Clinics	H	2025-06-25	Enactment	1594791	70	62	1	passage	0.886
LD702	4	An Act to Designate January 6th as A Day to Remember	H	2025-05-13	Acc Maj Otp As Amended Rep	1570314	74	65	1	passage	0.878
LD702	4	An Act to Designate January 6th as A Day to Remember	S	2025-05-14	Accept Majority Ought To Pass As Amended Report	1571143	20	14	1	passage	0.7
LD702	4	An Act to Designate January 6th as A Day to Remember	S	2025-05-22	Enactment	1576036	19	14	1	passage	0.737
LD703	4	An Act to Establish a Health Care Gap Year Program for Recent College Graduates	H	2025-04-22	Acc Maj Otp As Amended Rep	1554161	87	56	1	passage	0.644
LD704	4	An Act to Clarify Performance Standards for Quarries	H	2025-05-13	Acc Maj Otp As Amended Rep	1570675	82	59	1	passage	0.72
LD704	4	An Act to Clarify Performance Standards for Quarries	S	2025-05-14	Accept Majority Ought To Pass As Amended Report	1571359	21	13	1	passage	0.619
LD708	4	An Act to Allow for Rescission of a Site Location of Development Permit When a Development Is Decommissioned	S	2025-04-17	Accept Majority Ought To Pass Report	1551737	23	11	1	passage	0.478
LD713	4	An Act to Exclude Data Centers from the Business Equipment Tax Exemption and the Dirigo Business Incentives Program and to Require the Department of Economic and Community Development to Study Financial Incentives for Data Centers	H	2026-04-06	Acc Maj Otp As Amended Rep	1676744	75	61	1	passage	0.813
LD713	4	An Act to Exclude Data Centers from the Business Equipment Tax Exemption and the Dirigo Business Incentives Program and to Require the Department of Economic and Community Development to Study Financial Incentives for Data Centers	S	2026-04-06	Accept Majority Ought To Pass As Amended Report	1677113	19	13	1	passage	0.684
LD72	4	An Act to Designate the Spring Peeper as the Official State Amphibian	H	2025-03-25	Acc Maj Ought To Pass Rep	1525884	83	60	1	passage	0.723
LD725	4	Resolve, Directing the Efficiency Maine Trust to Study the Quality of Jobs It Creates in Consultation with an Advisory Group	H	2026-03-26	Acc Maj Otp As Amended Rep	1670710	77	66	1	passage	0.857
LD725	4	Resolve, Directing the Efficiency Maine Trust to Study the Quality of Jobs It Creates in Consultation with an Advisory Group	S	2026-03-30	Accept Majority Ought To Pass As Amended Report	1672749	20	13	1	passage	0.65
LD73	4	An Act to Designate the Wood Turtle as the Official State Reptile	H	2025-03-25	Acc Maj Ought To Pass Rep	1525958	85	58	1	passage	0.682
LD74	4	An Act to Update the System of Learning Results Review Timeline	H	2025-03-25	Acc Maj Ought To Pass Rep	1526108	78	64	1	passage	0.821
LD74	4	An Act to Update the System of Learning Results Review Timeline	S	2025-03-27	Accept Majority Ought To Pass Report	1528791	24	9	1	passage	0.375
LD740	4	Resolve, to Study Methods for Improving Youth Community Supervision and Increasing Juvenile Diversion from Formal Judicial Processing	H	2026-03-25	Acc Maj Otp As Amended Rep	1669500	73	66	1	passage	0.904
LD747	4	An Act to Provide Funds to Reduce Student Homelessness	H	2025-06-25	Recede And Concur	1594895	89	51	1	concurrence	0.573
LD783	4	An Act to Continue Support for the Maine Multicultural Center	S	2025-05-06	Accept Majority Ought To Pass As Amended Report	1565543	21	12	1	passage	0.571
LD783	4	An Act to Continue Support for the Maine Multicultural Center	H	2025-05-07	Acc Maj Otp As Amended Rep	1567391	73	65	1	passage	0.89
LD784	4	An Act to Create a Rebuttable Presumption Related to Specialized Risk Screening for First Responders	S	2025-05-20	Accept Majority Ought To Pass As Amended Report	1574113	20	12	1	passage	0.6
LD784	4	An Act to Create a Rebuttable Presumption Related to Specialized Risk Screening for First Responders	H	2025-05-27	Acc Maj Otp As Amended Rep	1579017	78	62	1	passage	0.795
LD785	4	An Act to Amend Certain Tax Laws Regarding the Wabanaki Nations	S	2026-04-13	Accept Report 'a' Ought To Pass As Amended	1680940	22	11	1	passage	0.5
LD785	4	An Act to Amend Certain Tax Laws Regarding the Wabanaki Nations	H	2026-04-13	Report A Otp-am By Ca-a	1680941	83	64	1	passage	0.771
LD80	4	An Act to Designate the Seppala Siberian Sleddog as the Maine State Dog	S	2025-04-08	Accept Majority Ought To Pass Report	1539444	24	8	1	passage	0.333
LD810	4	An Act Regarding the Approval of Transmission Lines	H	2025-06-03	Acc Maj Otp As Amended Rep	1584498	72	75	0	passage	0.96
LD810	4	An Act Regarding the Approval of Transmission Lines	S	2025-06-04	Accept Majority Ought To Pass As Amended Report	1584648	18	16	1	passage	0.889
LD810	4	An Act Regarding the Approval of Transmission Lines	H	2025-06-09	Recede And Concur	1587064	74	73	1	concurrence	0.986
LD810	4	An Act Regarding the Approval of Transmission Lines	H	2025-06-10	Enactment	1588162	74	69	1	passage	0.932
LD837	4	An Act to Require Positions Taken by the Public Advocate to Be Consistent with the Cost-effective Implementation of the State's Greenhouse Gas Emissions Reductions Obligations	S	2025-04-29	Accept Majority Ought To Pass As Amended Report	1560427	18	15	1	passage	0.833
LD837	4	An Act to Require Positions Taken by the Public Advocate to Be Consistent with the Cost-effective Implementation of the State's Greenhouse Gas Emissions Reductions Obligations	H	2025-04-30	Acc Maj Otp As Amended Rep	1562358	74	67	1	passage	0.905
LD837	4	An Act to Require Positions Taken by the Public Advocate to Be Consistent with the Cost-effective Implementation of the State's Greenhouse Gas Emissions Reductions Obligations	S	2025-05-14	Enactment	1571348	20	14	1	passage	0.7
LD858	4	An Act to Ensure Behavioral and Mental Health Services Are Available to Students by Providing Grants to Schools That Contract for Those Services	H	2025-05-28	Acc Maj Otp As Amended Rep	1579738	79	65	1	passage	0.823
LD86	4	An Act to Update the Laws Regarding Education	H	2025-05-06	Acc Maj Ought To Pass Rep	1566048	72	68	1	passage	0.944
LD86	4	An Act to Update the Laws Regarding Education	S	2025-05-20	Accept Majority Ought To Pass Report	1573924	19	13	1	passage	0.684
LD87	4	An Act Regarding the State Workforce Board	S	2025-05-27	Accept Majority Ought To Pass As Amended Report	1579004	20	14	1	passage	0.7
LD870	4	An Act Regarding the Membership of the Maine Land Use Planning Commission	H	2025-05-29	Acc Maj Otp As Amended Rep	1581085	75	69	1	passage	0.92
LD870	4	An Act Regarding the Membership of the Maine Land Use Planning Commission	S	2025-06-02	Accept Majority Ought To Pass As Amended Report	1583091	20	14	1	passage	0.7
LD874	4	An Act to Provide Relief to Federal or State Employees Affected by a Federal Government or State Government Shutdown	H	2025-05-20	Enactment	1574424	88	56	1	passage	0.636
LD874	4	An Act to Provide Relief to Federal or State Employees Affected by a Federal Government or State Government Shutdown	H	2025-06-25	Recede And Concur	1594772	81	59	1	concurrence	0.728
LD894	4	An Act to Amend the Laws Governing Paid Family and Medical Leave	S	2025-06-02	Accept Report 'a' Ought To Pass	1583581	20	14	1	passage	0.7
LD894	4	An Act to Amend the Laws Governing Paid Family and Medical Leave	H	2025-06-04	"Report ""a"" Ought To Pass"	1584674	72	70	1	passage	0.972
LD894	4	An Act to Amend the Laws Governing Paid Family and Medical Leave	H	2025-06-04	Passage To Be Engrossed	1584678	72	69	1	passage	0.958
LD894	4	An Act to Amend the Laws Governing Paid Family and Medical Leave	H	2025-06-09	Enactment	1586612	75	71	1	passage	0.947
LD897	4	An Act Regarding the Nonwires Alternative Process and Required Negative Pricing Provisions in Contracts for Energy Resulting from Competitive Solicitations Conducted by the Public Utilities Commission	S	2026-04-06	Accept Report 'a' Ought To Pass As Amended	1677200	20	12	1	passage	0.6
LD901	4	Resolve, Directing the Maine Redevelopment Land Bank Authority to Take Appropriate Actions to Identify Opportunities for the Beneficial Reuse of the Buildings and Land Commonly Known as the Bangor Mall	H	2025-06-02	Acc Maj Otp As Amended Rep	1583643	76	61	1	passage	0.803
LD911	4	An Act to Clarify Procedures for When a Candidate Withdraws from an Election Determined by Ranked-choice Voting or When a Candidate Dies or Becomes Disqualified in an Election Determined by Ranked-choice Voting	S	2025-06-13	Accept Majority Ought To Pass As Amended Report	1590624	21	13	1	passage	0.619
LD911	4	An Act to Clarify Procedures for When a Candidate Withdraws from an Election Determined by Ranked-choice Voting or When a Candidate Dies or Becomes Disqualified in an Election Determined by Ranked-choice Voting	H	2025-06-13	Acc Maj Otp As Amended Rep	1590626	74	68	1	passage	0.919
LD913	4	An Act to Amend the Law Regulating the Resale of Tickets	S	2025-06-11	Accept Majority Ought To Pass As Amended Report	1589006	21	10	1	passage	0.476
LD913	4	An Act to Amend the Law Regulating the Resale of Tickets	H	2025-06-12	Acc Maj Otp As Amended Rep	1589596	76	71	1	passage	0.934
LD93	4	An Act to Reduce Cost and Increase Access to Disease Prevention by Expanding the Universal Childhood Immunization Program to Include Adults	H	2025-06-16	Acc Maj Otp As Amended Rep	1591080	78	69	1	passage	0.885
LD93	4	An Act to Reduce Cost and Increase Access to Disease Prevention by Expanding the Universal Childhood Immunization Program to Include Adults	S	2025-06-17	Accept Majority Ought To Pass As Amended Report	1591746	20	13	1	passage	0.65
LD93	4	An Act to Reduce Cost and Increase Access to Disease Prevention by Expanding the Universal Childhood Immunization Program to Include Adults	H	2025-06-17	Enactment	1591745	78	70	1	passage	0.897
LD930	4	An Act to Amend the Law Governing Items Identified as Prison Contraband	S	2025-06-12	Accept Majority Ought To Pass As Amended Report	1590106	24	11	1	passage	0.458
LD957	4	An Act to Integrate Asian American, Native Hawaiian and Pacific Islander History into the Statewide System of Learning Results	S	2025-06-05	Accept Majority Ought To Pass As Amended Report	1585826	19	13	1	passage	0.684
LD958	5	An Act to Prohibit Eminent Domain on Existing Tribal Trust Lands	S	2025-06-13	Accept Majority Ought To Pass As Amended Report	1590675	20	12	1	passage	0.6
LD958	5	An Act to Prohibit Eminent Domain on Existing Tribal Trust Lands	H	2025-06-13	Acc Maj Otp As Amended Rep	1590390	86	60	1	passage	0.698
LD958	5	An Act to Prohibit Eminent Domain on Existing Tribal Trust Lands	H	2025-06-16	Enactment	1590927	89	55	1	passage	0.618
LD958	5	An Act to Prohibit Eminent Domain on Existing Tribal Trust Lands	H	2025-06-25	Reconsideration - Veto	1594920	77	63	0	veto_override	0.818
LD98	4	An Act to Include School Counselors in the Educators for Maine Program	S	2025-04-23	Accept Majority Ought To Pass As Amended Report	1555149	18	13	1	passage	0.722
